order_id,date,time
_14014,2015-08-22,11.57.26
AA14015,2015-08-22,12.16.47
AA14016,2015-08-22,12.17.30
AA14017,2015-08-22,12.37.39
14018,2015-08-22,12.47.19
AA14019,2015-08-22,12.54.38
AA14020,2015-08-22,13.28.37
AA14021,2015-08-22,13.54.47
14022,2015-08-22,13.58.37
14023,2015-08-22,14.00.44
AA14024,2015-08-22,14.22.48
14025,2015-08-22,14.27.43
AA14026,2015-08-22,14.33.38
14027,2015-08-22,14.40.56
AA14028,2015-08-22,14.58.17
14029,2015-08-22,15.41.35
14030,2015-08-22,15.45.33
14031,2015-08-22,16.26.05
AA14032,2015-08-22,16.38.15
AA14033,2015-08-22,16.41.56
14034,2015-08-22,16.52.06
14035,2015-08-22,16.56.29
AA14036,2015-08-22,16.57.57
AA14037,2015-08-22,17.11.56
14038,2015-08-22,17.30.25
14039,2015-08-22,17.37.27
AA14040,2015-08-22,17.45.42
_14041,2015-08-22,17.53.59
_14042,2015-08-22,18.08.31
AA14043,2015-08-22,18.09.50
14044,2015-08-22,18.16.24
14045,2015-08-22,18.20.28
14046,2015-08-22,18.28.30
_14047,2015-08-22,18.34.45
AA14048,2015-08-22,18.40.17
14049,2015-08-22,18.40.35
14050,2015-08-22,18.44.25
_14051,2015-08-22,18.57.51
14052,2015-08-22,19.00.45
AA14053,2015-08-22,19.02.12
AA14054,2015-08-22,19.11.10
AA14055,2015-08-22,19.14.13
AA14056,2015-08-22,19.14.53
14057,2015-08-22,19.18.14
AA14058,2015-08-22,19.30.54
AA14059,2015-08-22,19.42.33
14060,2015-08-22,19.42.38
14061,2015-08-22,19.55.33
14062,2015-08-22,20.47.09
AA14063,2015-08-22,20.59.32
AA14064,2015-08-22,21.03.05
14065,2015-08-22,21.10.07
14066,2015-08-22,21.11.53
AA14067,2015-08-22,21.30.08
14068,2015-08-22,21.34.53
AA14069,2015-08-22,21.47.47
14070,2015-08-22,22.15.58
AA14071,2015-08-22,22.18.40
14072,2015-08-22,22.20.04
14073,2015-08-23,11.38.00
14074,2015-08-23,11.59.56
14075,2015-08-23,12.02.53
AA14076,2015-08-23,12.19.05
AA14077,2015-08-23,12.20.14
AA14078,2015-08-23,12.25.05
14079,2015-08-23,12.27.52
AA14080,2015-08-23,12.39.57
AA14081,2015-08-23,12.52.55
14082,2015-08-23,12.54.55
AA14083,2015-08-23,13.07.07
AA14084,2015-08-23,13.08.05
14085,2015-08-23,13.43.35
AA14086,2015-08-23,14.32.50
14087,2015-08-23,14.36.01
14088,2015-08-23,14.43.52
AA14089,2015-08-23,14.45.56
14090,2015-08-23,15.10.48
14091,2015-08-23,15.33.50
14092,2015-08-23,15.48.02
14093,2015-08-23,16.01.19
14094,2015-08-23,16.20.40
14095,2015-08-23,16.26.49
14096,2015-08-23,16.29.22
14097,2015-08-23,16.34.31
14098,2015-08-23,16.52.52
14099,2015-08-23,17.11.01
14100,2015-08-23,17.30.20
14101,2015-08-23,18.07.07
_14102,2015-08-23,18.22.22
14103,2015-08-23,18.30.05
_14104,2015-08-23,18.50.39
14105,2015-08-23,18.51.42
AA14106,2015-08-23,19.00.46
14107,2015-08-23,19.01.22
AA14108,2015-08-23,19.10.56
14109,2015-08-23,19.19.03
14110,2015-08-23,19.25.17
AA14111,2015-08-23,19.37.27
14112,2015-08-23,19.44.48
14113,2015-08-23,20.04.55
14114,2015-08-23,20.23.56
AA14115,2015-08-23,20.28.56
14116,2015-08-23,20.58.08
14117,2015-08-23,20.58.36
AA14118,2015-08-23,21.19.59
14119,2015-08-23,21.54.17
_14120,2015-08-23,22.16.40
14121,2015-08-24,11.39.11
14122,2015-08-24,11.45.31
AA14123,2015-08-24,12.01.37
_14124,2015-08-24,12.08.59
14125,2015-08-24,12.20.13
14126,2015-08-24,13.05.25
_14127,2015-08-24,13.06.46
14128,2015-08-24,13.11.41
_14129,2015-08-24,13.13.02
AA14130,2015-08-24,13.25.45
14131,2015-08-24,13.28.41
14132,2015-08-24,13.32.04
_14133,2015-08-24,13.38.06
14134,2015-08-24,13.48.24
AA14135,2015-08-24,14.22.15
AA14136,2015-08-24,14.48.26
AA14137,2015-08-24,14.54.02
14138,2015-08-24,14.54.40
AA14139,2015-08-24,14.59.51
14140,2015-08-24,15.08.35
_14141,2015-08-24,15.14.57
14142,2015-08-24,15.16.18
_14143,2015-08-24,15.19.10
14144,2015-08-24,15.25.46
AA14145,2015-08-24,15.39.46
_14146,2015-08-24,15.49.55
AA14147,2015-08-24,16.20.58
14148,2015-08-24,16.27.27
14149,2015-08-24,16.27.50
14150,2015-08-24,16.31.54
14151,2015-08-24,16.43.23
14152,2015-08-24,16.44.07
14153,2015-08-24,16.44.31
14154,2015-08-24,16.46.47
AA14155,2015-08-24,16.50.36
_14156,2015-08-24,17.02.24
AA14157,2015-08-24,17.11.57
AA14158,2015-08-24,17.14.31
_14159,2015-08-24,17.19.02
14160,2015-08-24,17.29.54
AA14161,2015-08-24,18.02.15
14162,2015-08-24,18.26.50
_14163,2015-08-24,18.54.11
AA14164,2015-08-24,18.57.31
AA14165,2015-08-24,18.59.08
14166,2015-08-24,19.52.41
AA14167,2015-08-24,20.07.29
AA14168,2015-08-24,20.17.19
_14169,2015-08-24,20.28.22
14170,2015-08-24,20.50.48
_14171,2015-08-24,20.51.27
14172,2015-08-24,21.01.52
14173,2015-08-24,21.37.36
AA14174,2015-08-24,21.40.46
AA14175,2015-08-25,11.46.31
_14176,2015-08-25,11.47.56
AA14177,2015-08-25,12.07.20
14178,2015-08-25,12.08.43
14179,2015-08-25,12.16.51
14180,2015-08-25,12.17.51
14181,2015-08-25,12.19.59
14182,2015-08-25,12.34.50
AA14183,2015-08-25,12.36.20
14184,2015-08-25,12.53.57
AA14185,2015-08-25,13.00.20
14186,2015-08-25,13.00.32
AA14187,2015-08-25,13.04.12
14188,2015-08-25,13.32.27
AA14189,2015-08-25,13.53.31
AA14190,2015-08-25,14.07.15
14191,2015-08-25,14.10.21
14192,2015-08-25,14.19.27
AA14193,2015-08-25,15.02.09
14194,2015-08-25,15.16.48
AA14195,2015-08-25,16.11.37
14196,2015-08-25,16.43.53
AA14197,2015-08-25,16.45.19
AA14198,2015-08-25,16.55.27
14199,2015-08-25,16.56.27
AA14200,2015-08-25,16.58.46
14201,2015-08-25,17.01.45
14202,2015-08-25,17.07.50
AA14203,2015-08-25,17.24.32
14204,2015-08-25,17.26.55
AA14205,2015-08-25,17.29.08
14206,2015-08-25,17.45.00
14207,2015-08-25,18.00.08
14208,2015-08-25,18.03.04
AA14209,2015-08-25,18.27.59
14210,2015-08-25,18.31.25
14211,2015-08-25,18.33.13
14212,2015-08-25,18.37.23
14213,2015-08-25,18.41.33
_14214,2015-08-25,18.51.04
14215,2015-08-25,19.23.18
14216,2015-08-25,19.26.41
AA14217,2015-08-25,19.29.31
AA14218,2015-08-25,19.30.54
_14219,2015-08-25,19.41.06
_14220,2015-08-25,19.43.04
14221,2015-08-25,19.43.11
AA14222,2015-08-25,20.18.49
14223,2015-08-25,20.35.19
14224,2015-08-25,20.46.58
AA14225,2015-08-25,20.56.24
AA14226,2015-08-25,21.43.37
AA14227,2015-08-25,22.17.58
14228,2015-08-26,11.16.51
AA14229,2015-08-26,11.30.16
14230,2015-08-26,11.39.11
14231,2015-08-26,11.44.50
14232,2015-08-26,12.05.51
AA14233,2015-08-26,12.11.33
14234,2015-08-26,12.21.29
14235,2015-08-26,12.33.46
14236,2015-08-26,12.33.48
14237,2015-08-26,12.46.25
AA14238,2015-08-26,12.51.01
14239,2015-08-26,13.12.31
AA14240,2015-08-26,13.15.59
_14241,2015-08-26,13.49.24
AA14242,2015-08-26,13.59.25
_14243,2015-08-26,14.08.33
AA14244,2015-08-26,14.38.53
AA14245,2015-08-26,14.48.23
14246,2015-08-26,15.00.40
_14247,2015-08-26,15.02.29
14248,2015-08-26,15.02.59
AA14249,2015-08-26,15.05.02
14250,2015-08-26,15.28.18
_14251,2015-08-26,15.30.28
AA14252,2015-08-26,15.31.15
14253,2015-08-26,15.48.22
AA14254,2015-08-26,16.15.41
14255,2015-08-26,16.18.47
AA14256,2015-08-26,16.19.48
AA14257,2015-08-26,16.35.05
AA14258,2015-08-26,16.36.37
AA14259,2015-08-26,16.47.09
AA14260,2015-08-26,17.03.48
AA14261,2015-08-26,17.23.07
14262,2015-08-26,17.26.22
14263,2015-08-26,17.28.11
_14264,2015-08-26,17.31.01
AA14265,2015-08-26,17.32.59
_14266,2015-08-26,17.38.13
AA14267,2015-08-26,17.54.28
14268,2015-08-26,18.08.41
AA14269,2015-08-26,18.13.59
AA14270,2015-08-26,18.31.38
14271,2015-08-26,18.40.11
AA14272,2015-08-26,18.43.41
AA14273,2015-08-26,18.55.28
14274,2015-08-26,19.10.40
14275,2015-08-26,19.22.58
AA14276,2015-08-26,19.24.40
AA14277,2015-08-26,19.29.19
AA14278,2015-08-26,19.50.16
AA14279,2015-08-26,20.05.47
14280,2015-08-26,20.53.50
AA14281,2015-08-26,21.48.23
AA14282,2015-08-26,21.49.57
14283,2015-08-26,21.51.23
_14284,2015-08-26,22.07.34
14285,2015-08-26,22.10.35
AA14286,2015-08-26,22.11.08
AA14287,2015-08-27,11.23.35
14288,2015-08-27,11.27.54
14289,2015-08-27,11.36.37
14290,2015-08-27,11.40.40
14291,2015-08-27,11.48.38
14292,2015-08-27,11.53.08
AA14293,2015-08-27,11.54.03
AA14294,2015-08-27,11.58.52
AA14295,2015-08-27,12.11.50
AA14296,2015-08-27,12.17.24
_14297,2015-08-27,12.18.11
14298,2015-08-27,12.31.10
AA14299,2015-08-27,12.31.44
AA14300,2015-08-27,12.44.43
14301,2015-08-27,12.48.15
AA14302,2015-08-27,12.50.57
AA14303,2015-08-27,12.55.38
_14304,2015-08-27,12.58.58
_14305,2015-08-27,13.18.18
_14306,2015-08-27,13.24.00
AA14307,2015-08-27,13.27.06
14308,2015-08-27,13.29.13
AA14309,2015-08-27,13.32.58
14310,2015-08-27,14.12.36
_14311,2015-08-27,14.29.58
AA14312,2015-08-27,14.51.38
14313,2015-08-27,15.18.44
14314,2015-08-27,15.37.35
AA14315,2015-08-27,16.11.05
AA14316,2015-08-27,16.16.25
14317,2015-08-27,16.37.31
14318,2015-08-27,16.37.59
14319,2015-08-27,16.39.00
AA14320,2015-08-27,16.41.13
AA14321,2015-08-27,16.58.11
14322,2015-08-27,17.07.17
AA14323,2015-08-27,17.13.06
14324,2015-08-27,17.22.15
AA14325,2015-08-27,17.25.37
AA14326,2015-08-27,17.26.25
AA14327,2015-08-27,17.29.03
14328,2015-08-27,17.47.06
AA14329,2015-08-27,17.50.39
14330,2015-08-27,18.01.22
14331,2015-08-27,18.02.21
14332,2015-08-27,18.12.39
14333,2015-08-27,18.14.31
AA14334,2015-08-27,18.27.47
AA14335,2015-08-27,18.34.53
14336,2015-08-27,18.46.56
_14337,2015-08-27,19.15.12
AA14338,2015-08-27,19.19.15
14339,2015-08-27,19.36.54
AA14340,2015-08-27,19.49.42
AA14341,2015-08-27,20.11.41
AA14342,2015-08-27,20.22.20
AA14343,2015-08-27,20.27.35
14344,2015-08-27,21.15.21
AA14345,2015-08-27,22.16.56
14346,2015-08-28,11.19.01
14347,2015-08-28,11.24.33
AA14348,2015-08-28,11.26.38
AA14349,2015-08-28,11.26.45
14350,2015-08-28,11.46.01
AA14351,2015-08-28,11.47.41
14352,2015-08-28,11.57.43
14353,2015-08-28,12.11.20
AA14354,2015-08-28,12.50.31
14355,2015-08-28,13.01.19
AA14356,2015-08-28,13.03.43
AA14357,2015-08-28,13.05.25
AA14358,2015-08-28,13.09.00
14359,2015-08-28,13.09.44
AA14360,2015-08-28,13.23.17
AA14361,2015-08-28,13.25.31
AA14362,2015-08-28,13.27.38
14363,2015-08-28,13.38.04
14364,2015-08-28,13.38.06
AA14365,2015-08-28,13.43.56
14366,2015-08-28,14.03.04
AA14367,2015-08-28,14.14.47
AA14368,2015-08-28,14.31.51
14369,2015-08-28,15.00.38
14370,2015-08-28,15.22.39
14371,2015-08-28,15.55.49
AA14372,2015-08-28,15.57.26
AA14373,2015-08-28,16.09.38
14374,2015-08-28,16.24.09
14375,2015-08-28,16.36.54
14376,2015-08-28,16.41.49
14377,2015-08-28,16.58.07
AA14378,2015-08-28,16.59.52
_14379,2015-08-28,17.20.54
AA14380,2015-08-28,17.31.38
AA14381,2015-08-28,17.44.47
AA14382,2015-08-28,18.12.07
14383,2015-08-28,18.22.01
_14384,2015-08-28,18.24.14
AA14385,2015-08-28,18.32.18
14386,2015-08-28,18.47.21
AA14387,2015-08-28,18.55.55
_14388,2015-08-28,19.03.03
AA14389,2015-08-28,19.16.30
14390,2015-08-28,19.28.51
14391,2015-08-28,19.29.21
14392,2015-08-28,19.44.22
14393,2015-08-28,19.54.39
AA14394,2015-08-28,19.59.05
AA14395,2015-08-28,19.59.25
14396,2015-08-28,20.00.33
14397,2015-08-28,20.20.39
14398,2015-08-28,20.25.07
AA14399,2015-08-28,20.39.30
_14400,2015-08-28,20.41.29
AA14401,2015-08-28,20.42.14
14402,2015-08-28,20.55.49
14403,2015-08-28,20.57.55
14404,2015-08-28,21.12.16
_14405,2015-08-28,21.14.16
AA14406,2015-08-28,21.14.17
AA14407,2015-08-28,21.23.51
14408,2015-08-28,21.40.42
14409,2015-08-28,21.53.36
14410,2015-08-28,22.04.12
AA14411,2015-08-28,22.12.29
14412,2015-08-28,22.39.36
14413,2015-08-28,23.04.54
14414,2015-08-29,11.59.05
_14415,2015-08-29,12.29.31
14416,2015-08-29,12.31.10
_14417,2015-08-29,12.59.52
AA14418,2015-08-29,13.02.11
14419,2015-08-29,13.06.42
_14420,2015-08-29,13.08.37
14421,2015-08-29,13.10.56
AA14422,2015-08-29,13.12.54
14423,2015-08-29,13.42.12
14424,2015-08-29,13.49.39
AA14425,2015-08-29,13.53.43
14426,2015-08-29,13.54.51
14427,2015-08-29,13.59.11
14428,2015-08-29,14.16.18
AA14429,2015-08-29,14.38.15
14430,2015-08-29,14.38.27
14431,2015-08-29,14.41.12
AA14432,2015-08-29,14.47.11
AA14433,2015-08-29,14.56.23
14434,2015-08-29,15.02.11
14435,2015-08-29,15.16.32
AA14436,2015-08-29,15.33.12
14437,2015-08-29,15.44.09
AA14438,2015-08-29,15.52.05
14439,2015-08-29,15.53.56
AA14440,2015-08-29,16.05.20
14441,2015-08-29,16.07.41
AA14442,2015-08-29,16.33.57
14443,2015-08-29,16.41.51
14444,2015-08-29,16.48.12
AA14445,2015-08-29,17.16.30
14446,2015-08-29,17.48.11
AA14447,2015-08-29,17.55.30
AA14448,2015-08-29,18.04.46
AA14449,2015-08-29,18.29.47
AA14450,2015-08-29,18.57.23
AA14451,2015-08-29,19.20.51
14452,2015-08-29,19.38.19
14453,2015-08-29,19.49.37
_14454,2015-08-29,19.56.03
14455,2015-08-29,20.06.34
14456,2015-08-29,20.07.12
14457,2015-08-29,20.08.38
AA14458,2015-08-29,21.10.48
_14459,2015-08-29,21.15.25
14460,2015-08-29,21.18.25
14461,2015-08-29,21.20.40
AA14462,2015-08-29,21.23.46
AA14463,2015-08-29,21.27.22
AA14464,2015-08-29,21.31.21
14465,2015-08-29,21.35.13
AA14466,2015-08-29,21.36.31
14467,2015-08-29,21.39.19
14468,2015-08-29,21.43.14
AA14469,2015-08-29,21.46.42
14470,2015-08-29,21.52.10
14471,2015-08-29,22.07.55
14472,2015-08-29,22.14.43
14473,2015-08-29,22.22.07
AA14474,2015-08-30,11.46.08
AA14475,2015-08-30,11.49.09
AA14476,2015-08-30,12.08.25
AA14477,2015-08-30,13.44.17
14478,2015-08-30,13.52.33
14479,2015-08-30,14.08.20
14480,2015-08-30,14.29.40
14481,2015-08-30,14.38.31
14482,2015-08-30,14.38.33
_14483,2015-08-30,14.48.26
14484,2015-08-30,14.54.58
14485,2015-08-30,15.06.48
AA14486,2015-08-30,15.14.36
14487,2015-08-30,15.21.16
14488,2015-08-30,16.08.21
_14489,2015-08-30,16.10.48
14490,2015-08-30,16.31.06
AA14491,2015-08-30,16.36.17
_14492,2015-08-30,16.58.31
14493,2015-08-30,17.06.32
14494,2015-08-30,17.06.42
14495,2015-08-30,17.19.48
14496,2015-08-30,17.29.32
_14497,2015-08-30,17.47.14
14498,2015-08-30,18.03.56
14499,2015-08-30,18.09.46
_14500,2015-08-30,18.17.18
14501,2015-08-30,18.26.13
AA14502,2015-08-30,18.26.41
AA14503,2015-08-30,18.51.33
AA14504,2015-08-30,18.51.57
14505,2015-08-30,19.04.09
14506,2015-08-30,19.13.20
AA14507,2015-08-30,19.19.07
14508,2015-08-30,19.27.29
AA14509,2015-08-30,19.36.08
AA14510,2015-08-30,19.58.47
14511,2015-08-30,20.26.38
AA14512,2015-08-30,20.45.44
14513,2015-08-30,21.41.23
14514,2015-08-30,22.02.10
14515,2015-08-31,11.15.48
_14516,2015-08-31,11.33.24
14517,2015-08-31,11.39.16
AA14518,2015-08-31,11.51.53
AA14519,2015-08-31,12.09.47
_14520,2015-08-31,12.11.38
14521,2015-08-31,12.16.18
14522,2015-08-31,12.16.31
AA14523,2015-08-31,12.18.31
14524,2015-08-31,12.40.30
14525,2015-08-31,12.45.55
_14526,2015-08-31,12.47.52
14527,2015-08-31,12.50.19
14528,2015-08-31,12.53.47
14529,2015-08-31,13.07.40
AA14530,2015-08-31,13.09.28
AA14531,2015-08-31,13.11.52
14532,2015-08-31,13.13.21
AA14533,2015-08-31,13.21.30
14534,2015-08-31,13.22.03
14535,2015-08-31,13.22.15
14536,2015-08-31,13.51.26
14537,2015-08-31,14.17.26
14538,2015-08-31,14.25.33
14539,2015-08-31,14.28.43
14540,2015-08-31,14.48.21
14541,2015-08-31,15.33.07
14542,2015-08-31,16.10.55
AA14543,2015-08-31,16.27.12
14544,2015-08-31,16.27.27
AA14545,2015-08-31,16.48.02
AA14546,2015-08-31,16.54.14
AA14547,2015-08-31,17.17.44
AA14548,2015-08-31,17.21.04
AA14549,2015-08-31,17.26.12
14550,2015-08-31,17.32.04
AA14551,2015-08-31,17.38.25
AA14552,2015-08-31,17.50.01
14553,2015-08-31,17.51.46
AA14554,2015-08-31,18.05.15
14555,2015-08-31,18.15.18
AA14556,2015-08-31,18.22.23
14557,2015-08-31,18.45.10
AA14558,2015-08-31,18.54.52
14559,2015-08-31,18.55.21
14560,2015-08-31,19.18.14
14561,2015-08-31,19.31.28
AA14562,2015-08-31,19.47.17
AA14563,2015-08-31,19.47.19
14564,2015-08-31,19.57.57
AA14565,2015-08-31,20.07.37
AA14566,2015-08-31,20.32.09
14567,2015-08-31,20.37.33
AA14568,2015-08-31,21.08.07
AA14569,2015-08-31,21.08.11
AA14570,2015-08-31,22.07.24
AA14571,2015-08-31,22.17.35
14572,2015-09-01,11.18.24
AA14573,2015-09-01,11.27.17
14574,2015-09-01,11.49.21
AA14575,2015-09-01,11.52.30
14576,2015-09-01,11.55.25
_14577,2015-09-01,12.03.07
AA14578,2015-09-01,12.05.50
14579,2015-09-01,12.18.57
AA14580,2015-09-01,12.19.19
14581,2015-09-01,12.23.46
AA14582,2015-09-01,12.32.00
_14583,2015-09-01,12.45.11
AA14584,2015-09-01,12.46.57
14585,2015-09-01,13.01.13
14586,2015-09-01,13.09.49
AA14587,2015-09-01,13.13.17
14588,2015-09-01,13.18.07
_14589,2015-09-01,13.22.49
14590,2015-09-01,13.24.56
14591,2015-09-01,13.37.40
AA14592,2015-09-01,13.39.34
14593,2015-09-01,13.40.19
AA14594,2015-09-01,13.44.49
14595,2015-09-01,13.52.33
14596,2015-09-01,13.57.01
14597,2015-09-01,14.19.01
14598,2015-09-01,14.30.01
14599,2015-09-01,14.30.28
14600,2015-09-01,14.33.33
14601,2015-09-01,14.44.47
14602,2015-09-01,15.27.25
AA14603,2015-09-01,15.58.49
AA14604,2015-09-01,15.59.11
AA14605,2015-09-01,16.14.12
AA14606,2015-09-01,16.17.21
AA14607,2015-09-01,16.28.22
14608,2015-09-01,16.38.10
AA14609,2015-09-01,16.49.30
14610,2015-09-01,17.10.09
14611,2015-09-01,17.19.19
AA14612,2015-09-01,17.27.38
14613,2015-09-01,17.29.56
AA14614,2015-09-01,17.53.21
AA14615,2015-09-01,17.58.32
_14616,2015-09-01,18.09.22
AA14617,2015-09-01,18.24.53
_14618,2015-09-01,18.37.45
AA14619,2015-09-01,18.45.17
AA14620,2015-09-01,18.56.47
14621,2015-09-01,19.07.18
AA14622,2015-09-01,19.24.51
14623,2015-09-01,19.59.31
_14624,2015-09-01,20.00.28
_14625,2015-09-01,20.05.21
14626,2015-09-01,20.08.25
14627,2015-09-01,20.19.31
14628,2015-09-01,20.40.34
AA14629,2015-09-01,20.45.07
14630,2015-09-01,21.19.51
14631,2015-09-01,21.22.36
14632,2015-09-01,22.44.38
14633,2015-09-02,11.26.54
AA14634,2015-09-02,11.35.22
_14635,2015-09-02,11.39.57
AA14636,2015-09-02,11.57.52
14637,2015-09-02,12.07.09
AA14638,2015-09-02,12.12.49
AA14639,2015-09-02,12.14.50
14640,2015-09-02,12.19.48
14641,2015-09-02,12.20.35
14642,2015-09-02,12.56.07
AA14643,2015-09-02,12.57.30
14644,2015-09-02,12.59.50
14645,2015-09-02,13.14.42
14646,2015-09-02,13.16.28
14647,2015-09-02,13.18.23
14648,2015-09-02,13.29.28
14649,2015-09-02,13.29.38
AA14650,2015-09-02,13.36.29
14651,2015-09-02,13.38.58
14652,2015-09-02,14.11.01
14653,2015-09-02,14.14.04
14654,2015-09-02,14.23.17
14655,2015-09-02,14.50.31
14656,2015-09-02,16.09.01
AA14657,2015-09-02,16.16.32
14658,2015-09-02,16.16.47
14659,2015-09-02,16.22.23
14660,2015-09-02,16.24.24
AA14661,2015-09-02,16.29.48
AA14662,2015-09-02,16.59.13
AA14663,2015-09-02,17.07.37
14664,2015-09-02,17.08.57
AA14665,2015-09-02,17.43.29
AA14666,2015-09-02,17.58.16
14667,2015-09-02,17.58.58
AA14668,2015-09-02,18.07.23
_14669,2015-09-02,18.07.34
14670,2015-09-02,18.18.09
14671,2015-09-02,18.56.13
AA14672,2015-09-02,19.06.16
14673,2015-09-02,19.21.09
14674,2015-09-02,19.38.51
14675,2015-09-02,20.03.29
AA14676,2015-09-02,20.21.07
AA14677,2015-09-02,20.23.45
14678,2015-09-02,20.27.03
14679,2015-09-02,20.47.54
14680,2015-09-02,22.12.03
AA14681,2015-09-03,11.19.06
AA14682,2015-09-03,11.34.44
AA14683,2015-09-03,11.35.58
14684,2015-09-03,11.37.53
14685,2015-09-03,11.52.11
14686,2015-09-03,11.57.48
AA14687,2015-09-03,12.07.59
14688,2015-09-03,12.40.44
AA14689,2015-09-03,12.42.35
14690,2015-09-03,12.48.21
AA14691,2015-09-03,12.50.19
AA14692,2015-09-03,12.54.05
_14693,2015-09-03,13.03.54
14694,2015-09-03,13.12.23
14695,2015-09-03,13.20.55
AA14696,2015-09-03,13.21.24
14697,2015-09-03,13.23.37
14698,2015-09-03,13.24.19
14699,2015-09-03,13.30.19
AA14700,2015-09-03,13.38.34
_14701,2015-09-03,13.47.09
14702,2015-09-03,13.55.34
_14703,2015-09-03,14.19.30
AA14704,2015-09-03,14.27.03
14705,2015-09-03,14.44.57
14706,2015-09-03,15.48.17
_14707,2015-09-03,15.59.46
14708,2015-09-03,16.20.05
14709,2015-09-03,16.25.35
14710,2015-09-03,16.31.08
_14711,2015-09-03,16.33.13
14712,2015-09-03,16.35.54
_14713,2015-09-03,16.59.47
AA14714,2015-09-03,17.07.59
14715,2015-09-03,17.15.00
14716,2015-09-03,17.23.07
_14717,2015-09-03,17.32.25
14718,2015-09-03,17.32.42
AA14719,2015-09-03,17.33.29
AA14720,2015-09-03,17.53.34
_14721,2015-09-03,17.59.05
14722,2015-09-03,17.59.50
AA14723,2015-09-03,18.11.47
_14724,2015-09-03,18.15.52
AA14725,2015-09-03,18.21.50
14726,2015-09-03,18.24.46
AA14727,2015-09-03,18.43.57
14728,2015-09-03,18.49.15
14729,2015-09-03,18.54.05
14730,2015-09-03,18.55.19
14731,2015-09-03,18.59.00
_14732,2015-09-03,19.00.01
14733,2015-09-03,19.28.11
_14734,2015-09-03,19.40.07
14735,2015-09-03,20.05.40
14736,2015-09-03,20.21.36
14737,2015-09-03,20.50.31
_14738,2015-09-03,21.25.34
AA14739,2015-09-03,22.13.55
14740,2015-09-04,11.16.43
AA14741,2015-09-04,11.31.47
AA14742,2015-09-04,11.41.32
AA14743,2015-09-04,11.41.58
AA14744,2015-09-04,12.04.05
AA14745,2015-09-04,12.09.08
_14746,2015-09-04,12.17.39
14747,2015-09-04,12.24.33
14748,2015-09-04,12.30.31
_14749,2015-09-04,12.32.00
14750,2015-09-04,12.37.27
14751,2015-09-04,12.39.15
AA14752,2015-09-04,12.47.44
14753,2015-09-04,12.49.31
14754,2015-09-04,12.53.51
14755,2015-09-04,12.59.46
AA14756,2015-09-04,13.09.35
AA14757,2015-09-04,13.18.03
AA14758,2015-09-04,13.30.42
AA14759,2015-09-04,13.33.04
AA14760,2015-09-04,13.57.59
AA14761,2015-09-04,14.00.08
14762,2015-09-04,14.03.22
AA14763,2015-09-04,14.05.32
14764,2015-09-04,14.19.19
14765,2015-09-04,14.36.06
14766,2015-09-04,15.03.38
14767,2015-09-04,15.07.03
14768,2015-09-04,15.13.53
14769,2015-09-04,15.56.10
AA14770,2015-09-04,16.31.57
AA14771,2015-09-04,16.49.32
14772,2015-09-04,16.49.58
14773,2015-09-04,16.55.39
14774,2015-09-04,16.58.14
14775,2015-09-04,17.00.15
14776,2015-09-04,17.08.55
14777,2015-09-04,17.49.09
14778,2015-09-04,17.50.21
AA14779,2015-09-04,17.57.39
14780,2015-09-04,18.15.48
_14781,2015-09-04,18.20.35
14782,2015-09-04,18.26.00
14783,2015-09-04,18.26.45
14784,2015-09-04,18.35.17
_14785,2015-09-04,18.40.45
AA14786,2015-09-04,18.44.54
14787,2015-09-04,18.47.53
14788,2015-09-04,18.53.40
14789,2015-09-04,18.54.41
14790,2015-09-04,18.55.16
AA14791,2015-09-04,19.13.48
AA14792,2015-09-04,19.17.30
14793,2015-09-04,19.40.40
14794,2015-09-04,20.11.28
14795,2015-09-04,20.40.27
_14796,2015-09-04,21.10.58
AA14797,2015-09-04,21.25.32
14798,2015-09-04,21.36.28
14799,2015-09-04,21.40.37
AA14800,2015-09-04,21.52.57
_14801,2015-09-04,22.01.17
_14802,2015-09-04,22.16.29
14803,2015-09-04,22.30.25
AA14804,2015-09-04,22.32.16
_14805,2015-09-04,22.52.46
14806,2015-09-05,11.41.46
AA14807,2015-09-05,11.45.29
AA14808,2015-09-05,11.52.59
14809,2015-09-05,11.59.35
14810,2015-09-05,12.15.44
AA14811,2015-09-05,12.33.44
AA14812,2015-09-05,12.37.30
AA14813,2015-09-05,12.51.28
AA14814,2015-09-05,13.11.32
AA14815,2015-09-05,13.11.51
_14816,2015-09-05,13.31.43
14817,2015-09-05,13.42.31
14818,2015-09-05,14.04.26
14819,2015-09-05,14.08.17
AA14820,2015-09-05,14.15.30
_14821,2015-09-05,14.30.19
14822,2015-09-05,14.45.09
_14823,2015-09-05,14.48.04
14824,2015-09-05,15.05.25
AA14825,2015-09-05,15.08.03
14826,2015-09-05,15.16.54
14827,2015-09-05,15.38.54
AA14828,2015-09-05,15.41.36
14829,2015-09-05,15.54.25
AA14830,2015-09-05,16.17.31
_14831,2015-09-05,16.22.10
_14832,2015-09-05,16.22.21
14833,2015-09-05,17.14.04
_14834,2015-09-05,17.22.11
14835,2015-09-05,17.32.05
14836,2015-09-05,17.32.21
14837,2015-09-05,17.33.04
14838,2015-09-05,17.34.03
AA14839,2015-09-05,17.34.27
14840,2015-09-05,18.06.42
14841,2015-09-05,18.12.56
14842,2015-09-05,18.24.21
